"Y";"C";"RRR";"VARIABLE_CATEGORY";"UNITS";"value";"Scenario"
"2020";"SLOVENIA";"SI";"ENDOGENOUS_ELECT2HEAT";"TWh";3.29705396018575;"GH2E"
"2020";"SLOVENIA";"SI";"ENDO_INTRASTO";"TWh";0.00965582980257405;"GH2E"
"2020";"SLOVENIA";"SI";"DIST_LOSSES";"TWh";0.784363521593003;"GH2E"
"2020";"SLOVENIA";"SI";"TRANS_LOSSES";"TWh";0.0686546152775384;"GH2E"
"2020";"SLOVENIA";"SI";"ENDO_CCS";"TWh";0.000213239892957655;"GH2E"
"2020";"SLOVENIA";"SI";"ENDO_H2";"TWh";0.00526617560634795;"GH2E"
"2020";"CROATIA";"HR";"EXOGENOUS";"TWh";13.4388405386929;"GH2E"
"2020";"CROATIA";"HR";"ENDOGENOUS_ELECT2HEAT";"TWh";4.86508374696133;"GH2E"
"2020";"CROATIA";"HR";"ENDO_INTRASTO";"TWh";0.0143424771445336;"GH2E"
"2020";"CROATIA";"HR";"DIST_LOSSES";"TWh";0.945249399493506;"GH2E"
"2020";"CROATIA";"HR";"TRANS_LOSSES";"TWh";0.130146212842585;"GH2E"
"2020";"CROATIA";"HR";"ENDO_CCS";"TWh";0.00750943681490358;"GH2E"
"2020";"CROATIA";"HR";"ENDO_H2";"TWh";0.627150177804529;"GH2E"
"2020";"ROMANIA";"RO";"EXOGENOUS";"TWh";41.6261791403857;"GH2E"
"2020";"ROMANIA";"RO";"ENDOGENOUS_ELECT2HEAT";"TWh";18.708655070384;"GH2E"
"2020";"ROMANIA";"RO";"DIST_LOSSES";"TWh";3.17551759004051;"GH2E"
"2020";"ROMANIA";"RO";"TRANS_LOSSES";"TWh";0.0867711772299962;"GH2E"
"2020";"ROMANIA";"RO";"ENDO_H2";"TWh";1.12586556807306;"GH2E"
"2020";"BULGARIA";"BG";"EXOGENOUS";"TWh";28.1414655683974;"GH2E"
"2020";"BULGARIA";"BG";"ENDOGENOUS_ELECT2HEAT";"TWh";9.05585946561002;"GH2E"
"2020";"BULGARIA";"BG";"ENDO_INTRASTO";"TWh";0.0144823805646951;"GH2E"
"2020";"BULGARIA";"BG";"DIST_LOSSES";"TWh";1.95775394915829;"GH2E"
"2020";"BULGARIA";"BG";"TRANS_LOSSES";"TWh";0.0292947916253582;"GH2E"
"2020";"BULGARIA";"BG";"ENDO_H2";"TWh";0.69087627639325;"GH2E"
"2020";"GREECE";"GR";"EXOGENOUS";"TWh";47.7339758150113;"GH2E"
"2020";"GREECE";"GR";"ENDOGENOUS_ELECT2HEAT";"TWh";11.6263045060687;"GH2E"
"2020";"GREECE";"GR";"ENDO_INTRASTO";"TWh";0.0333836996177461;"GH2E"
"2020";"GREECE";"GR";"DIST_LOSSES";"TWh";3.11908773258231;"GH2E"
"2020";"GREECE";"GR";"TRANS_LOSSES";"TWh";0.683357181270281;"GH2E"
"2020";"IRELAND";"IE";"EXOGENOUS";"TWh";18.2120733615193;"GH2E"
"2020";"IRELAND";"IE";"ENDOGENOUS_ELECT2HEAT";"TWh";10.1342101347832;"GH2E"
"2020";"IRELAND";"IE";"ENDO_INTRASTO";"TWh";0.0154661781634938;"GH2E"
"2020";"IRELAND";"IE";"DIST_LOSSES";"TWh";1.49190965770014;"GH2E"
"2020";"IRELAND";"IE";"TRANS_LOSSES";"TWh";0.0388954624795203;"GH2E"
"2020";"IRELAND";"IE";"ENDO_H2";"TWh";0.0395392308437797;"GH2E"
"2020";"LUXEMBOURG";"LU";"EXOGENOUS";"TWh";4.76488575227456;"GH2E"
