"Y";"C";"RRR";"PRICE_CATEGORY";"UNITS";"value";"Scenario"
"2035";"SWEDEN";"SE3";"AVERAGE";"Money_per_MWh";34.4205504315026;"GH2E"
"2035";"SWEDEN";"SE4";"AVERAGE";"Money_per_MWh";36.2558453724131;"GH2E"
"2035";"UNITED_KINGDOM";"UK";"AVERAGE";"Money_per_MWh";37.1346983243293;"GH2E"
"2035";"ESTONIA";"EE";"AVERAGE";"Money_per_MWh";33.2039023695479;"GH2E"
"2035";"LATVIA";"LV";"AVERAGE";"Money_per_MWh";33.8367528926703;"GH2E"
"2035";"LITHUANIA";"LT";"AVERAGE";"Money_per_MWh";34.6181507588181;"GH2E"
"2035";"POLAND";"PL";"AVERAGE";"Money_per_MWh";38.1111981293721;"GH2E"
"2035";"BELGIUM";"BE";"AVERAGE";"Money_per_MWh";40.700756796576;"GH2E"
"2035";"FRANCE";"FR";"AVERAGE";"Money_per_MWh";38.505524850105;"GH2E"
"2035";"ITALY";"IT";"AVERAGE";"Money_per_MWh";42.0949499691199;"GH2E"
"2035";"SWITZERLAND";"CH";"AVERAGE";"Money_per_MWh";40.6450423903812;"GH2E"
"2035";"AUSTRIA";"AT";"AVERAGE";"Money_per_MWh";40.706511319325;"GH2E"
"2035";"CZECH_REPUBLIC";"CZ";"AVERAGE";"Money_per_MWh";40.7295521869009;"GH2E"
"2035";"SPAIN";"ES";"AVERAGE";"Money_per_MWh";35.3978822856037;"GH2E"
"2035";"PORTUGAL";"PT";"AVERAGE";"Money_per_MWh";37.0030969212181;"GH2E"
"2035";"SLOVAKIA";"SK";"AVERAGE";"Money_per_MWh";39.7597228090926;"GH2E"
"2035";"HUNGARY";"HU";"AVERAGE";"Money_per_MWh";40.7904062818842;"GH2E"
"2035";"SLOVENIA";"SI";"AVERAGE";"Money_per_MWh";41.0127762140042;"GH2E"
"2035";"CROATIA";"HR";"AVERAGE";"Money_per_MWh";40.4479281261866;"GH2E"
"2035";"ROMANIA";"RO";"AVERAGE";"Money_per_MWh";41.2635670627841;"GH2E"
"2035";"BULGARIA";"BG";"AVERAGE";"Money_per_MWh";40.9776079090162;"GH2E"
"2035";"GREECE";"GR";"AVERAGE";"Money_per_MWh";42.2786536262589;"GH2E"
"2035";"IRELAND";"IE";"AVERAGE";"Money_per_MWh";34.5825569261766;"GH2E"
"2035";"LUXEMBOURG";"LU";"AVERAGE";"Money_per_MWh";40.2566111377859;"GH2E"
"2035";"ALBANIA";"AL";"AVERAGE";"Money_per_MWh";40.5440618799978;"GH2E"
"2035";"MONTENEGRO";"ME";"AVERAGE";"Money_per_MWh";40.79233845441;"GH2E"
"2035";"NORTH_MACEDONIA";"MK";"AVERAGE";"Money_per_MWh";41.139322946513;"GH2E"
"2035";"BOSNIA_AND_HERZEGOVINA";"BA";"AVERAGE";"Money_per_MWh";40.9454915945788;"GH2E"
"2035";"SERBIA";"RS";"AVERAGE";"Money_per_MWh";41.9109959602517;"GH2E"
"2035";"MALTA";"MT";"AVERAGE";"Money_per_MWh";42.2488802437675;"GH2E"
"2035";"CYPRUS";"CY";"AVERAGE";"Money_per_MWh";41.9013227825424;"GH2E"
"2040";"NORWAY";"NO1";"AVERAGE";"Money_per_MWh";30.5980640996137;"GH2E"
"2040";"NORWAY";"NO2";"AVERAGE";"Money_per_MWh";31.6671257626236;"GH2E"
"2040";"NORWAY";"NO3";"AVERAGE";"Money_per_MWh";29.1708090659516;"GH2E"
"2040";"NORWAY";"NO4";"AVERAGE";"Money_per_MWh";28.3682713408275;"GH2E"
"2040";"NORWAY";"NO5";"AVERAGE";"Money_per_MWh";29.6256057523677;"GH2E"
"2040";"DENMARK";"DK1";"AVERAGE";"Money_per_MWh";35.0677126661871;"GH2E"
"2040";"DENMARK";"DK2";"AVERAGE";"Money_per_MWh";36.9938640198093;"GH2E"
"2040";"FINLAND";"FIN";"AVERAGE";"Money_per_MWh";32.4507027631212;"GH2E"
"2040";"GERMANY";"DE4-E";"AVERAGE";"Money_per_MWh";39.4905030178884;"GH2E"
"2040";"GERMANY";"DE4-N";"AVERAGE";"Money_per_MWh";37.8581349738953;"GH2E"
"2040";"GERMANY";"DE4-S";"AVERAGE";"Money_per_MWh";41.1923967412243;"GH2E"
"2040";"GERMANY";"DE4-W";"AVERAGE";"Money_per_MWh";38.6706658678132;"GH2E"
"2040";"NETHERLANDS";"NL";"AVERAGE";"Money_per_MWh";39.5461184098749;"GH2E"
"2040";"SWEDEN";"SE1";"AVERAGE";"Money_per_MWh";29.4107767682013;"GH2E"
"2040";"SWEDEN";"SE2";"AVERAGE";"Money_per_MWh";29.7434733119086;"GH2E"
"2040";"SWEDEN";"SE3";"AVERAGE";"Money_per_MWh";33.7144988101509;"GH2E"
"2040";"SWEDEN";"SE4";"AVERAGE";"Money_per_MWh";35.7455803533222;"GH2E"
"2040";"UNITED_KINGDOM";"UK";"AVERAGE";"Money_per_MWh";36.6249347440795;"GH2E"
"2040";"ESTONIA";"EE";"AVERAGE";"Money_per_MWh";33.1803531570218;"GH2E"
"2040";"LATVIA";"LV";"AVERAGE";"Money_per_MWh";32.9786784875605;"GH2E"
"2040";"LITHUANIA";"LT";"AVERAGE";"Money_per_MWh";35.135780712533;"GH2E"
"2040";"POLAND";"PL";"AVERAGE";"Money_per_MWh";38.5764033844786;"GH2E"
"2040";"BELGIUM";"BE";"AVERAGE";"Money_per_MWh";39.7005699569398;"GH2E"
"2040";"FRANCE";"FR";"AVERAGE";"Money_per_MWh";38.0518739240917;"GH2E"
"2040";"ITALY";"IT";"AVERAGE";"Money_per_MWh";40.9943361626174;"GH2E"
"2040";"SWITZERLAND";"CH";"AVERAGE";"Money_per_MWh";39.6251910481466;"GH2E"
"2040";"AUSTRIA";"AT";"AVERAGE";"Money_per_MWh";40.4669778535311;"GH2E"
"2040";"CZECH_REPUBLIC";"CZ";"AVERAGE";"Money_per_MWh";40.9258510115552;"GH2E"
"2040";"SPAIN";"ES";"AVERAGE";"Money_per_MWh";36.2105132762404;"GH2E"
"2040";"PORTUGAL";"PT";"AVERAGE";"Money_per_MWh";36.425729645652;"GH2E"
"2040";"SLOVAKIA";"SK";"AVERAGE";"Money_per_MWh";40.0244370498869;"GH2E"
"2040";"HUNGARY";"HU";"AVERAGE";"Money_per_MWh";40.8041653393814;"GH2E"
"2040";"SLOVENIA";"SI";"AVERAGE";"Money_per_MWh";40.9474853221773;"GH2E"
"2040";"CROATIA";"HR";"AVERAGE";"Money_per_MWh";40.443562538171;"GH2E"
"2040";"ROMANIA";"RO";"AVERAGE";"Money_per_MWh";40.3827213244951;"GH2E"
"2040";"BULGARIA";"BG";"AVERAGE";"Money_per_MWh";40.4153804002356;"GH2E"
"2040";"GREECE";"GR";"AVERAGE";"Money_per_MWh";39.3987175052435;"GH2E"
"2040";"IRELAND";"IE";"AVERAGE";"Money_per_MWh";33.5814688415039;"GH2E"
"2040";"LUXEMBOURG";"LU";"AVERAGE";"Money_per_MWh";39.4450437051954;"GH2E"
"2040";"ALBANIA";"AL";"AVERAGE";"Money_per_MWh";40.2100552203406;"GH2E"
"2040";"MONTENEGRO";"ME";"AVERAGE";"Money_per_MWh";40.513071510668;"GH2E"
"2040";"NORTH_MACEDONIA";"MK";"AVERAGE";"Money_per_MWh";40.2827913865916;"GH2E"
"2040";"BOSNIA_AND_HERZEGOVINA";"BA";"AVERAGE";"Money_per_MWh";40.164692177191;"GH2E"
"2040";"SERBIA";"RS";"AVERAGE";"Money_per_MWh";41.5848193986336;"GH2E"
"2040";"MALTA";"MT";"AVERAGE";"Money_per_MWh";41.5574474499247;"GH2E"
"2040";"CYPRUS";"CY";"AVERAGE";"Money_per_MWh";38.8483838312812;"GH2E"
"2045";"NORWAY";"NO1";"AVERAGE";"Money_per_MWh";33.42703688764;"GH2E"
"2045";"NORWAY";"NO2";"AVERAGE";"Money_per_MWh";33.0516754374343;"GH2E"
"2045";"NORWAY";"NO3";"AVERAGE";"Money_per_MWh";31.1632039735375;"GH2E"
"2045";"NORWAY";"NO4";"AVERAGE";"Money_per_MWh";31.4951929726565;"GH2E"
"2045";"NORWAY";"NO5";"AVERAGE";"Money_per_MWh";30.3438328920076;"GH2E"
"2045";"DENMARK";"DK1";"AVERAGE";"Money_per_MWh";36.1628150092007;"GH2E"
"2045";"DENMARK";"DK2";"AVERAGE";"Money_per_MWh";37.9687343655836;"GH2E"
"2045";"FINLAND";"FIN";"AVERAGE";"Money_per_MWh";35.6344739559765;"GH2E"
"2045";"GERMANY";"DE4-E";"AVERAGE";"Money_per_MWh";40.8586111794429;"GH2E"
"2045";"GERMANY";"DE4-N";"AVERAGE";"Money_per_MWh";39.1543275544338;"GH2E"
"2045";"GERMANY";"DE4-S";"AVERAGE";"Money_per_MWh";42.0710045968419;"GH2E"
"2045";"GERMANY";"DE4-W";"AVERAGE";"Money_per_MWh";39.8426633769406;"GH2E"
"2045";"NETHERLANDS";"NL";"AVERAGE";"Money_per_MWh";40.4248414647269;"GH2E"
"2045";"SWEDEN";"SE1";"AVERAGE";"Money_per_MWh";32.4026397540383;"GH2E"
"2045";"SWEDEN";"SE2";"AVERAGE";"Money_per_MWh";32.826427597302;"GH2E"
"2045";"SWEDEN";"SE3";"AVERAGE";"Money_per_MWh";36.8036817922811;"GH2E"
"2045";"SWEDEN";"SE4";"AVERAGE";"Money_per_MWh";37.6102116656964;"GH2E"
"2045";"UNITED_KINGDOM";"UK";"AVERAGE";"Money_per_MWh";39.1274831357308;"GH2E"
"2045";"ESTONIA";"EE";"AVERAGE";"Money_per_MWh";34.1334682291801;"GH2E"
"2045";"LATVIA";"LV";"AVERAGE";"Money_per_MWh";33.8694325186664;"GH2E"
"2045";"LITHUANIA";"LT";"AVERAGE";"Money_per_MWh";36.4221808229724;"GH2E"
"2045";"POLAND";"PL";"AVERAGE";"Money_per_MWh";39.5551369681542;"GH2E"
"2045";"BELGIUM";"BE";"AVERAGE";"Money_per_MWh";40.9937980651446;"GH2E"
